year,district_id,district_name,category,statistic,percentage
2021,SK0222,District of Ilava,Ethnicity,Canadian (%),0.0
2021,SK0223,District of Myjava,Ethnicity,Canadian (%),0.0
2021,SK0224,District of Nové Mesto nad Váhom,Ethnicity,Canadian (%),0.0
2021,SK0225,District of Partizánske,Ethnicity,Canadian (%),0.0
2021,SK0226,District of Považská Bystrica,Ethnicity,Canadian (%),0.0
2021,SK0227,District of Prievidza,Ethnicity,Canadian (%),0.0
2021,SK0228,District of Púchov,Ethnicity,Canadian (%),0.0
2021,SK0229,District of Trenčín,Ethnicity,Canadian (%),0.0
2021,SK0231,District of Komárno,Ethnicity,Canadian (%),0.0
2021,SK0232,District of Levice,Ethnicity,Canadian (%),0.0
2021,SK0233,District of Nitra,Ethnicity,Canadian (%),0.0
2021,SK0234,District of Nové Zámky,Ethnicity,Canadian (%),0.0
2021,SK0235,District of Šaľa,Ethnicity,Canadian (%),0.0
2021,SK0236,District of Topoľčany,Ethnicity,Canadian (%),0.0
2021,SK0237,District of Zlaté Moravce,Ethnicity,Canadian (%),0.0
2021,SK0311,District of Bytča,Ethnicity,Canadian (%),0.0
2021,SK0312,District of Čadca,Ethnicity,Canadian (%),0.0
2021,SK0313,District of Dolný Kubín,Ethnicity,Canadian (%),0.0
2021,SK0314,District of Kysucké Nové Mesto,Ethnicity,Canadian (%),0.0
2021,SK0315,District of Liptovský Mikuláš,Ethnicity,Canadian (%),0.0
2021,SK0316,District of Martin,Ethnicity,Canadian (%),0.0
2021,SK0317,District of Námestovo,Ethnicity,Canadian (%),0.0
2021,SK0318,District of Ružomberok,Ethnicity,Canadian (%),0.0
2021,SK0319,District of Turčianske Teplice,Ethnicity,Canadian (%),0.0
2021,SK031A,District of Tvrdošín,Ethnicity,Canadian (%),0.0
2021,SK031B,District of Žilina,Ethnicity,Canadian (%),0.0
2021,SK0321,District of Banská Bystrica,Ethnicity,Canadian (%),0.0
2021,SK0322,District of Banská Štiavnica,Ethnicity,Canadian (%),0.0
2021,SK0323,District of Brezno,Ethnicity,Canadian (%),0.0
2021,SK0324,District of Detva,Ethnicity,Canadian (%),0.0
2021,SK0325,District of Krupina,Ethnicity,Canadian (%),0.01
2021,SK0326,District of Lučenec,Ethnicity,Canadian (%),0.0
2021,SK0327,District of Poltár,Ethnicity,Canadian (%),0.0
2021,SK0328,District of Revúca,Ethnicity,Canadian (%),0.0
2021,SK0329,District of Rimavská Sobota,Ethnicity,Canadian (%),0.0
2021,SK032A,District of Veľký Krtíš,Ethnicity,Canadian (%),0.0
2021,SK032B,District of Zvolen,Ethnicity,Canadian (%),0.0
2021,SK032C,District of Žarnovica,Ethnicity,Canadian (%),0.0
2021,SK032D,District of Žiar nad Hronom,Ethnicity,Canadian (%),0.0
2021,SK0411,District of Bardejov,Ethnicity,Canadian (%),0.0
2021,SK0412,District of Humenné,Ethnicity,Canadian (%),0.0
2021,SK0413,District of Kežmarok,Ethnicity,Canadian (%),0.0
2021,SK0414,District of Levoča,Ethnicity,Canadian (%),0.0
2021,SK0415,District of Medzilaborce,Ethnicity,Canadian (%),0.0
2021,SK0416,District of Poprad,Ethnicity,Canadian (%),0.01
2021,SK0417,District of Prešov,Ethnicity,Canadian (%),0.0
2021,SK0418,District of Sabinov,Ethnicity,Canadian (%),0.0
2021,SK0419,District of Snina,Ethnicity,Canadian (%),0.0
2021,SK041A,District of Stará Ľubovňa,Ethnicity,Canadian (%),0.0
2021,SK041B,District of Stropkov,Ethnicity,Canadian (%),0.0
2021,SK041C,District of Svidník,Ethnicity,Canadian (%),0.0
2021,SK041D,District of Vranov nad Topľou,Ethnicity,Canadian (%),0.0
2021,SK0421,District of Gelnica,Ethnicity,Canadian (%),0.0
2021,SK0422,District of Košice I,Ethnicity,Canadian (%),0.0
2021,SK0423,District of Košice II,Ethnicity,Canadian (%),0.0
2021,SK0424,District of Košice III,Ethnicity,Canadian (%),0.0
2021,SK0425,District of Košice IV,Ethnicity,Canadian (%),0.01
2021,SK0426,District of Košice - okolie,Ethnicity,Canadian (%),0.0
2021,SK0427,District of Michalovce,Ethnicity,Canadian (%),0.0
2021,SK0428,District of Rožňava,Ethnicity,Canadian (%),0.0
2021,SK0429,District of Sobrance,Ethnicity,Canadian (%),0.0
2021,SK042A,District of Spišská Nová Ves,Ethnicity,Canadian (%),0.0
2021,SK042B,District of Trebišov,Ethnicity,Canadian (%),0.0
2021,SK0101,District of Bratislava I,Ethnicity,other (%),1.2
2021,SK0102,District of Bratislava II,Ethnicity,other (%),0.48
2021,SK0103,District of Bratislava III,Ethnicity,other (%),0.6
2021,SK0104,District of Bratislava IV,Ethnicity,other (%),0.46
2021,SK0105,District of Bratislava V,Ethnicity,other (%),0.36
2021,SK0106,District of Malacky,Ethnicity,other (%),0.18
2021,SK0107,District of Pezinok,Ethnicity,other (%),0.22
2021,SK0108,District of Senec,Ethnicity,other (%),0.39
2021,SK0211,District of Dunajská Streda,Ethnicity,other (%),0.15
2021,SK0212,District of Galanta,Ethnicity,other (%),0.1
2021,SK0213,District of Hlohovec,Ethnicity,other (%),0.1
2021,SK0214,District of Piešťany,Ethnicity,other (%),0.22
2021,SK0215,District of Senica,Ethnicity,other (%),0.11
2021,SK0216,District of Skalica,Ethnicity,other (%),0.11
2021,SK0217,District of Trnava,Ethnicity,other (%),0.21
2021,SK0221,District of Bánovce nad Bebravou,Ethnicity,other (%),0.11
2021,SK0222,District of Ilava,Ethnicity,other (%),0.09
2021,SK0223,District of Myjava,Ethnicity,other (%),0.11
2021,SK0224,District of Nové Mesto nad Váhom,Ethnicity,other (%),0.12
2021,SK0225,District of Partizánske,Ethnicity,other (%),0.09
2021,SK0226,District of Považská Bystrica,Ethnicity,other (%),0.12
2021,SK0227,District of Prievidza,Ethnicity,other (%),0.11
2021,SK0228,District of Púchov,Ethnicity,other (%),0.09
2021,SK0229,District of Trenčín,Ethnicity,other (%),0.15
2021,SK0231,District of Komárno,Ethnicity,other (%),0.11
2021,SK0232,District of Levice,Ethnicity,other (%),0.12
2021,SK0233,District of Nitra,Ethnicity,other (%),0.19
2021,SK0234,District of Nové Zámky,Ethnicity,other (%),0.13
2021,SK0235,District of Šaľa,Ethnicity,other (%),0.09
2021,SK0236,District of Topoľčany,Ethnicity,other (%),0.11
2021,SK0237,District of Zlaté Moravce,Ethnicity,other (%),0.12
2021,SK0311,District of Bytča,Ethnicity,other (%),0.08
2021,SK0312,District of Čadca,Ethnicity,other (%),0.06
2021,SK0313,District of Dolný Kubín,Ethnicity,other (%),0.12
2021,SK0314,District of Kysucké Nové Mesto,Ethnicity,other (%),0.06
2021,SK0315,District of Liptovský Mikuláš,Ethnicity,other (%),0.14
2021,SK0316,District of Martin,Ethnicity,other (%),0.19
2021,SK0317,District of Námestovo,Ethnicity,other (%),0.03
2021,SK0318,District of Ružomberok,Ethnicity,other (%),0.09
2021,SK0319,District of Turčianske Teplice,Ethnicity,other (%),0.08
2021,SK031A,District of Tvrdošín,Ethnicity,other (%),0.09
2021,SK031B,District of Žilina,Ethnicity,other (%),0.16
2021,SK0321,District of Banská Bystrica,Ethnicity,other (%),0.18
2021,SK0322,District of Banská Štiavnica,Ethnicity,other (%),0.15
2021,SK0323,District of Brezno,Ethnicity,other (%),0.09
2021,SK0324,District of Detva,Ethnicity,other (%),0.07
2021,SK0325,District of Krupina,Ethnicity,other (%),0.13
2021,SK0326,District of Lučenec,Ethnicity,other (%),0.11
2021,SK0327,District of Poltár,Ethnicity,other (%),0.09
2021,SK0328,District of Revúca,Ethnicity,other (%),0.08
2021,SK0329,District of Rimavská Sobota,Ethnicity,other (%),0.06
2021,SK032A,District of Veľký Krtíš,Ethnicity,other (%),0.08
2021,SK032B,District of Zvolen,Ethnicity,other (%),0.16
2021,SK032C,District of Žarnovica,Ethnicity,other (%),0.14
2021,SK032D,District of Žiar nad Hronom,Ethnicity,other (%),0.07
2021,SK0411,District of Bardejov,Ethnicity,other (%),0.08
2021,SK0412,District of Humenné,Ethnicity,other (%),0.07
2021,SK0413,District of Kežmarok,Ethnicity,other (%),0.07
2021,SK0414,District of Levoča,Ethnicity,other (%),0.05
2021,SK0415,District of Medzilaborce,Ethnicity,other (%),0.05
2021,SK0416,District of Poprad,Ethnicity,other (%),0.12
2021,SK0417,District of Prešov,Ethnicity,other (%),0.13
2021,SK0418,District of Sabinov,Ethnicity,other (%),0.04
2021,SK0419,District of Snina,Ethnicity,other (%),0.08
2021,SK041A,District of Stará Ľubovňa,Ethnicity,other (%),0.08
2021,SK041B,District of Stropkov,Ethnicity,other (%),0.12
2021,SK041C,District of Svidník,Ethnicity,other (%),0.06
2021,SK041D,District of Vranov nad Topľou,Ethnicity,other (%),0.07
2021,SK0421,District of Gelnica,Ethnicity,other (%),0.07
2021,SK0422,District of Košice I,Ethnicity,other (%),0.34
2021,SK0423,District of Košice II,Ethnicity,other (%),0.24
2021,SK0424,District of Košice III,Ethnicity,other (%),0.17
2021,SK0425,District of Košice IV,Ethnicity,other (%),0.21
2021,SK0426,District of Košice - okolie,Ethnicity,other (%),0.1
2021,SK0427,District of Michalovce,Ethnicity,other (%),0.07
2021,SK0428,District of Rožňava,Ethnicity,other (%),0.09
2021,SK0429,District of Sobrance,Ethnicity,other (%),0.11
2021,SK042A,District of Spišská Nová Ves,Ethnicity,other (%),0.07
2021,SK042B,District of Trebišov,Ethnicity,other (%),0.06
2021,SK0101,District of Bratislava I,Ethnicity,not found out (%),12.64
2021,SK0102,District of Bratislava II,Ethnicity,not found out (%),9.23
2021,SK0103,District of Bratislava III,Ethnicity,not found out (%),9.95
2021,SK0104,District of Bratislava IV,Ethnicity,not found out (%),7.24
2021,SK0105,District of Bratislava V,Ethnicity,not found out (%),8.07
2021,SK0106,District of Malacky,Ethnicity,not found out (%),6.33
2021,SK0107,District of Pezinok,Ethnicity,not found out (%),5.21
2021,SK0108,District of Senec,Ethnicity,not found out (%),6.03
2021,SK0211,District of Dunajská Streda,Ethnicity,not found out (%),4.56
2021,SK0212,District of Galanta,Ethnicity,not found out (%),4.58
2021,SK0213,District of Hlohovec,Ethnicity,not found out (%),4.62
2021,SK0214,District of Piešťany,Ethnicity,not found out (%),5.26
2021,SK0215,District of Senica,Ethnicity,not found out (%),3.04
2021,SK0216,District of Skalica,Ethnicity,not found out (%),6.14
2021,SK0217,District of Trnava,Ethnicity,not found out (%),5.16
2021,SK0221,District of Bánovce nad Bebravou,Ethnicity,not found out (%),4.5
2021,SK0222,District of Ilava,Ethnicity,not found out (%),4.7
2021,SK0223,District of Myjava,Ethnicity,not found out (%),4.16
2021,SK0224,District of Nové Mesto nad Váhom,Ethnicity,not found out (%),4.18
2021,SK0225,District of Partizánske,Ethnicity,not found out (%),4.97
2021,SK0226,District of Považská Bystrica,Ethnicity,not found out (%),4.26
2021,SK0227,District of Prievidza,Ethnicity,not found out (%),5.52
2021,SK0228,District of Púchov,Ethnicity,not found out (%),3.4
2021,SK0229,District of Trenčín,Ethnicity,not found out (%),3.77
2021,SK0231,District of Komárno,Ethnicity,not found out (%),7.67
2021,SK0232,District of Levice,Ethnicity,not found out (%),5.94
2021,SK0233,District of Nitra,Ethnicity,not found out (%),5.48
2021,SK0234,District of Nové Zámky,Ethnicity,not found out (%),6.05
2021,SK0235,District of Šaľa,Ethnicity,not found out (%),6.47
2021,SK0236,District of Topoľčany,Ethnicity,not found out (%),4.58
2021,SK0237,District of Zlaté Moravce,Ethnicity,not found out (%),4.69
2021,SK0311,District of Bytča,Ethnicity,not found out (%),3.3
2021,SK0312,District of Čadca,Ethnicity,not found out (%),3.54
2021,SK0313,District of Dolný Kubín,Ethnicity,not found out (%),2.64
2021,SK0314,District of Kysucké Nové Mesto,Ethnicity,not found out (%),4.16
2021,SK0315,District of Liptovský Mikuláš,Ethnicity,not found out (%),4.59
2021,SK0316,District of Martin,Ethnicity,not found out (%),4.55
2021,SK0317,District of Námestovo,Ethnicity,not found out (%),1.59
2021,SK0318,District of Ružomberok,Ethnicity,not found out (%),3.84
2021,SK0319,District of Turčianske Teplice,Ethnicity,not found out (%),3.88
2021,SK031A,District of Tvrdošín,Ethnicity,not found out (%),2.28
2021,SK031B,District of Žilina,Ethnicity,not found out (%),3.83
2021,SK0321,District of Banská Bystrica,Ethnicity,not found out (%),4.78
2021,SK0322,District of Banská Štiavnica,Ethnicity,not found out (%),2.43
2021,SK0323,District of Brezno,Ethnicity,not found out (%),5.11
2021,SK0324,District of Detva,Ethnicity,not found out (%),3.96
2021,SK0325,District of Krupina,Ethnicity,not found out (%),3.04
2021,SK0326,District of Lučenec,Ethnicity,not found out (%),6.51
2021,SK0327,District of Poltár,Ethnicity,not found out (%),4.08
2021,SK0328,District of Revúca,Ethnicity,not found out (%),7.06
2021,SK0329,District of Rimavská Sobota,Ethnicity,not found out (%),4.32
2021,SK032A,District of Veľký Krtíš,Ethnicity,not found out (%),4.47
2021,SK032B,District of Zvolen,Ethnicity,not found out (%),6.17
2021,SK032C,District of Žarnovica,Ethnicity,not found out (%),4.36
2021,SK032D,District of Žiar nad Hronom,Ethnicity,not found out (%),6.03
2021,SK0411,District of Bardejov,Ethnicity,not found out (%),3.79
2021,SK0412,District of Humenné,Ethnicity,not found out (%),5.44
2021,SK0413,District of Kežmarok,Ethnicity,not found out (%),3.59
2021,SK0414,District of Levoča,Ethnicity,not found out (%),3.39
2021,SK0415,District of Medzilaborce,Ethnicity,not found out (%),5.15
2021,SK0416,District of Poprad,Ethnicity,not found out (%),4.75
2021,SK0417,District of Prešov,Ethnicity,not found out (%),4.9
2021,SK0418,District of Sabinov,Ethnicity,not found out (%),3.38
2021,SK0419,District of Snina,Ethnicity,not found out (%),5.46
2021,SK041A,District of Stará Ľubovňa,Ethnicity,not found out (%),4.37
2021,SK041B,District of Stropkov,Ethnicity,not found out (%),5.64
2021,SK041C,District of Svidník,Ethnicity,not found out (%),4.13
2021,SK041D,District of Vranov nad Topľou,Ethnicity,not found out (%),4.04
2021,SK0421,District of Gelnica,Ethnicity,not found out (%),3.73
2021,SK0422,District of Košice I,Ethnicity,not found out (%),9.23
2021,SK0423,District of Košice II,Ethnicity,not found out (%),10.56
2021,SK0424,District of Košice III,Ethnicity,not found out (%),9.44
2021,SK0425,District of Košice IV,Ethnicity,not found out (%),8.95
2021,SK0426,District of Košice - okolie,Ethnicity,not found out (%),5.03
2021,SK0427,District of Michalovce,Ethnicity,not found out (%),6.14
2021,SK0428,District of Rožňava,Ethnicity,not found out (%),6.02
2021,SK0429,District of Sobrance,Ethnicity,not found out (%),3.22
2021,SK042A,District of Spišská Nová Ves,Ethnicity,not found out (%),6.2
2021,SK042B,District of Trebišov,Ethnicity,not found out (%),5.94
2021,SK0101,District of Bratislava I,Religion,with no religious belief (%),43.29
2021,SK0102,District of Bratislava II,Religion,with no religious belief (%),42.6
2021,SK0103,District of Bratislava III,Religion,with no religious belief (%),43.53
2021,SK0104,District of Bratislava IV,Religion,with no religious belief (%),43.57
2021,SK0105,District of Bratislava V,Religion,with no religious belief (%),44.51
2021,SK0106,District of Malacky,Religion,with no religious belief (%),31.63
2021,SK0107,District of Pezinok,Religion,with no religious belief (%),31.92
2021,SK0108,District of Senec,Religion,with no religious belief (%),34.1
2021,SK0211,District of Dunajská Streda,Religion,with no religious belief (%),21.57
2021,SK0212,District of Galanta,Religion,with no religious belief (%),25.97
2021,SK0213,District of Hlohovec,Religion,with no religious belief (%),21.79
2021,SK0214,District of Piešťany,Religion,with no religious belief (%),24.79
2021,SK0215,District of Senica,Religion,with no religious belief (%),27.25
2021,SK0216,District of Skalica,Religion,with no religious belief (%),28.68
2021,SK0217,District of Trnava,Religion,with no religious belief (%),25.03
2021,SK0221,District of Bánovce nad Bebravou,Religion,with no religious belief (%),18.43
2021,SK0222,District of Ilava,Religion,with no religious belief (%),23.77
2021,SK0223,District of Myjava,Religion,with no religious belief (%),35.58
2021,SK0224,District of Nové Mesto nad Váhom,Religion,with no religious belief (%),29.15
2021,SK0225,District of Partizánske,Religion,with no religious belief (%),22.58
2021,SK0226,District of Považská Bystrica,Religion,with no religious belief (%),18.45
2021,SK0227,District of Prievidza,Religion,with no religious belief (%),36.14
2021,SK0228,District of Púchov,Religion,with no religious belief (%),14.92
2021,SK0229,District of Trenčín,Religion,with no religious belief (%),25.81
2021,SK0231,District of Komárno,Religion,with no religious belief (%),28.51
2021,SK0232,District of Levice,Religion,with no religious belief (%),24.58
2021,SK0233,District of Nitra,Religion,with no religious belief (%),23.21
2021,SK0234,District of Nové Zámky,Religion,with no religious belief (%),21.82
2021,SK0235,District of Šaľa,Religion,with no religious belief (%),26.63
2021,SK0236,District of Topoľčany,Religion,with no religious belief (%),16.09
2021,SK0237,District of Zlaté Moravce,Religion,with no religious belief (%),15.53
2021,SK0311,District of Bytča,Religion,with no religious belief (%),9.97
2021,SK0312,District of Čadca,Religion,with no religious belief (%),7.5
2021,SK0313,District of Dolný Kubín,Religion,with no religious belief (%),15.23
2021,SK0314,District of Kysucké Nové Mesto,Religion,with no religious belief (%),12.36
2021,SK0315,District of Liptovský Mikuláš,Religion,with no religious belief (%),32.47
2021,SK0316,District of Martin,Religion,with no religious belief (%),38.27
2021,SK0317,District of Námestovo,Religion,with no religious belief (%),4.41
2021,SK0318,District of Ružomberok,Religion,with no religious belief (%),16.8
2021,SK0319,District of Turčianske Teplice,Religion,with no religious belief (%),29.01
2021,SK031A,District of Tvrdošín,Religion,with no religious belief (%),8.03
2021,SK031B,District of Žilina,Religion,with no religious belief (%),21.19
2021,SK0321,District of Banská Bystrica,Religion,with no religious belief (%),38.3
2021,SK0322,District of Banská Štiavnica,Religion,with no religious belief (%),30.03
2021,SK0323,District of Brezno,Religion,with no religious belief (%),23.64
2021,SK0324,District of Detva,Religion,with no religious belief (%),17.76
2021,SK0325,District of Krupina,Religion,with no religious belief (%),13.91
2021,SK0326,District of Lučenec,Religion,with no religious belief (%),24.3
2021,SK0327,District of Poltár,Religion,with no religious belief (%),28.86
2021,SK0328,District of Revúca,Religion,with no religious belief (%),39.81
2021,SK0329,District of Rimavská Sobota,Religion,with no religious belief (%),30.5
2021,SK032A,District of Veľký Krtíš,Religion,with no religious belief (%),15.83
2021,SK032B,District of Zvolen,Religion,with no religious belief (%),34.23
2021,SK032C,District of Žarnovica,Religion,with no religious belief (%),20.47
2021,SK032D,District of Žiar nad Hronom,Religion,with no religious belief (%),29.96
2021,SK0411,District of Bardejov,Religion,with no religious belief (%),7.61
2021,SK0412,District of Humenné,Religion,with no religious belief (%),9.38
2021,SK0413,District of Kežmarok,Religion,with no religious belief (%),9.27
2021,SK0414,District of Levoča,Religion,with no religious belief (%),10.99
2021,SK0415,District of Medzilaborce,Religion,with no religious belief (%),7.41
2021,SK0416,District of Poprad,Religion,with no religious belief (%),20.48
2021,SK0417,District of Prešov,Religion,with no religious belief (%),13.46
2021,SK0418,District of Sabinov,Religion,with no religious belief (%),5.87
2021,SK0419,District of Snina,Religion,with no religious belief (%),7.67
2021,SK041A,District of Stará Ľubovňa,Religion,with no religious belief (%),4.93
2021,SK041B,District of Stropkov,Religion,with no religious belief (%),5.73
2021,SK041C,District of Svidník,Religion,with no religious belief (%),7.13
2021,SK041D,District of Vranov nad Topľou,Religion,with no religious belief (%),8.4
2021,SK0421,District of Gelnica,Religion,with no religious belief (%),19.16
2021,SK0422,District of Košice I,Religion,with no religious belief (%),30.8
2021,SK0423,District of Košice II,Religion,with no religious belief (%),27.4
2021,SK0424,District of Košice III,Religion,with no religious belief (%),27.78
2021,SK0425,District of Košice IV,Religion,with no religious belief (%),27.19
2021,SK0426,District of Košice - okolie,Religion,with no religious belief (%),14.54
2021,SK0427,District of Michalovce,Religion,with no religious belief (%),12.5
2021,SK0428,District of Rožňava,Religion,with no religious belief (%),40.85
2021,SK0429,District of Sobrance,Religion,with no religious belief (%),9.17
2021,SK042A,District of Spišská Nová Ves,Religion,with no religious belief (%),19.53
2021,SK042B,District of Trebišov,Religion,with no religious belief (%),12.59
2021,SK0101,District of Bratislava I,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),32.57
2021,SK0102,District of Bratislava II,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),38.39
2021,SK0103,District of Bratislava III,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),36.53
2021,SK0104,District of Bratislava IV,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),38.95
2021,SK0105,District of Bratislava V,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),38.4
2021,SK0106,District of Malacky,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),56.28
2021,SK0107,District of Pezinok,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),51.73
2021,SK0108,District of Senec,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),49.52
2021,SK0211,District of Dunajská Streda,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),60.93
2021,SK0212,District of Galanta,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),60.49
2021,SK0213,District of Hlohovec,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),66.53
2021,SK0214,District of Piešťany,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),61.6
2021,SK0215,District of Senica,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),56.9
2021,SK0216,District of Skalica,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),57.71
2021,SK0217,District of Trnava,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),63.93
2021,SK0221,District of Bánovce nad Bebravou,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),62.86
2021,SK0222,District of Ilava,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),65.56
2021,SK0223,District of Myjava,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),11.76
2021,SK0224,District of Nové Mesto nad Váhom,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),45.98
2021,SK0225,District of Partizánske,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),67.86
2021,SK0226,District of Považská Bystrica,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),71.97
2021,SK0227,District of Prievidza,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),52.7
2021,SK0228,District of Púchov,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),67.34
2021,SK0229,District of Trenčín,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),60.91
2021,SK0231,District of Komárno,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),44.78
2021,SK0232,District of Levice,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),55.31
2021,SK0233,District of Nitra,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),64.81
2021,SK0234,District of Nové Zámky,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),64.47
2021,SK0235,District of Šaľa,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),55.01
2021,SK0236,District of Topoľčany,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),73.12
2021,SK0237,District of Zlaté Moravce,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),75.66
2021,SK0311,District of Bytča,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),80.98
2021,SK0312,District of Čadca,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),86.04
2021,SK0313,District of Dolný Kubín,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),62.88
2021,SK0314,District of Kysucké Nové Mesto,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),79.34
2021,SK0315,District of Liptovský Mikuláš,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),31.37
2021,SK0316,District of Martin,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),33.01
2021,SK0317,District of Námestovo,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),92.42
2021,SK0318,District of Ružomberok,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),72.59
2021,SK0319,District of Turčianske Teplice,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),38.12
2021,SK031A,District of Tvrdošín,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),87.32
2021,SK031B,District of Žilina,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),69.27
2021,SK0321,District of Banská Bystrica,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),39.04
2021,SK0322,District of Banská Štiavnica,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),55.31
2021,SK0323,District of Brezno,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),59.93
2021,SK0324,District of Detva,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),70.13
2021,SK0325,District of Krupina,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),66.22
2021,SK0326,District of Lučenec,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),54.87
2021,SK0327,District of Poltár,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),45.93
2021,SK0328,District of Revúca,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),31.87
2021,SK0329,District of Rimavská Sobota,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),42.33
2021,SK032A,District of Veľký Krtíš,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),62.85
2021,SK032B,District of Zvolen,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),40.94
2021,SK032C,District of Žarnovica,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),70.04
2021,SK032D,District of Žiar nad Hronom,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),57.08
2021,SK0411,District of Bardejov,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),55.22
2021,SK0412,District of Humenné,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),63.45
2021,SK0413,District of Kežmarok,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),79.02
2021,SK0414,District of Levoča,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),75.24
2021,SK0415,District of Medzilaborce,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),8.66
2021,SK0416,District of Poprad,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),59.71
2021,SK0417,District of Prešov,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),65.19
2021,SK0418,District of Sabinov,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),75.23
2021,SK0419,District of Snina,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),45.49
2021,SK041A,District of Stará Ľubovňa,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),57.86
2021,SK041B,District of Stropkov,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),42.89
2021,SK041C,District of Svidník,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),29.22
2021,SK041D,District of Vranov nad Topľou,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),50.28
2021,SK0421,District of Gelnica,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),60.97
2021,SK0422,District of Košice I,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),42.68
2021,SK0423,District of Košice II,Religion,Roman Catholic Church in the Slovak Republic (Roman Catholic) (%),43.83
